,polarity,subjectivity,length
4370,0.8444444444444444,1.288888888888889,68
4371,1.0,1.0,23
4372,1.0,1.0,84
4373,1.3333333333333333,1.6666666666666665,81
4374,1.0,1.0,50
4375,1.1,1.55,92
4376,1.0,1.0,36
4377,1.0,1.0,65
4378,1.0,1.0,55
4379,0.0,2.0,52
4380,1.0,1.0,75
4381,1.0,1.0,39
4382,0.925,1.05,65
4383,1.0,1.0,39
4384,1.0,1.0,51
4385,1.0,1.0,33
4386,1.4000000000000001,1.9,56
4387,1.1363636363636362,1.5,62
4388,1.0,1.0,22
4389,1.0,1.0,40
4390,1.4166666666666665,1.6666666666666667,86
4391,1.8,2.0,99
4392,0.9181818181818182,1.4272727272727272,73
4393,1.0,1.0,61
4394,2.0,1.3,32
4395,1.0,1.0,32
4396,1.0,1.0,72
4397,1.0,1.0666666666666667,49
4398,1.2,1.5,64
4399,1.0,1.0,71
4400,1.0,1.0,60
4401,1.0,1.0,59
4402,0.7333333333333334,1.85,88
4403,1.0,1.0,65
4404,1.0,1.0,36
4405,1.75,1.95,69
4406,1.0,1.0,14
4407,1.0,1.0666666666666667,60
4408,1.0,1.625,76
4409,1.0,1.0,63
4410,1.0,2.0,50
4411,1.1363636363636362,1.4545454545454546,54
4412,1.0,1.1,46
4413,0.19999999999999996,1.8,80
4414,0.6,1.7,76
4415,1.1,1.775,61
4416,0.2857142857142857,1.8571428571428572,38
4417,1.0,1.0,92
4418,1.0,1.0,51
4419,1.184090909090909,1.3136363636363637,76
4420,0.875,1.375,65
4421,1.0,1.0,61
4422,1.0,1.0,67
4423,1.0,1.0666666666666667,87
4424,1.1681818181818182,1.6772727272727272,80
4425,0.8,1.8,101
4426,1.0,1.0,30
4427,0.8,1.2,78
4428,1.0833333333333333,1.0666666666666667,50
4429,1.5,2.0,70
4430,1.0,1.0,54
4431,1.0681818181818181,1.2987012987012987,58
4432,1.037037037037037,1.4444444444444444,71
4433,1.0,1.0,71
4434,1.5,1.55,72
4435,1.0,1.0,36
4436,1.0444444444444445,1.1555555555555554,108
4437,1.2833333333333334,1.577777777777778,112
4438,1.08,1.295,74
4439,1.1666666666666667,1.6833333333333331,108
4440,1.15,1.6,92
4441,0.75,1.4,63
4442,0.95,1.1333333333333333,67
4443,1.1363636363636362,1.4545454545454546,71
4444,1.0,1.0,106
4445,1.3,1.75,54
4446,1.1363636363636362,1.4545454545454546,35
4447,1.5,1.5,51
4448,1.175,1.575,71
4449,0.4,1.9,51
4450,1.0,1.0,50
4451,1.4,1.8,75
4452,1.0,1.0,28
4453,1.0,1.0,51
4454,1.0,1.7,71
4455,0.8333333333333334,1.4333333333333333,83
4456,1.0,1.0,67
4457,1.0,1.0,69
4458,1.0,1.0,38
4459,0.98125,1.675,84
4460,1.35,1.8,43
4461,0.8444444444444444,1.288888888888889,67
4462,1.312121212121212,1.5515151515151515,47
4463,1.125,1.1916666666666667,73
4464,1.0,1.0,27
4465,1.0,1.0,58
4466,0.925,1.2,60
4467,1.8,1.75,43
4468,1.0,1.0,51
4469,1.7,1.7,75
4470,1.0,1.0,54
4471,1.0,1.5,56
4472,1.0,2.0,52
4473,1.15,1.4166666666666665,68
4474,1.0,1.0,44
4475,1.0,1.0,68
4476,1.4500000000000002,1.5666666666666667,72
4477,1.0,1.0,73
4478,1.25,1.3333333333333333,83
4479,1.5,1.6,45
4480,0.7,1.45,61
4481,1.0,1.625,68
4482,1.15,1.5,14
4483,1.525,1.5,81
4484,1.1363636363636362,1.4545454545454546,102
4485,1.0,1.0,48
4486,1.125,1.5,103
4487,1.0,1.0,55
4488,1.0,1.0,53
4489,1.0,1.0,66
4490,0.0,2.0,48
4491,1.0,1.0,49
4492,1.0,1.0,51
4493,1.0,1.0,98
4494,1.0,1.0,19
4495,1.3,1.75,66
4496,1.2,1.2,48
4497,1.0,2.0,87
4498,1.2875,1.7375,66
4499,1.6,2.0,108
4500,1.0,1.0,85
4501,1.0,1.25,44
4502,1.0,1.0,69
4503,1.25,1.25,85
4504,0.85,1.25,83
4505,0.8181818181818181,1.7272727272727273,82
4506,1.0,1.0,36
4507,0.8,1.4,38
4508,1.0,1.0,28
4509,1.0,1.0,99
4510,0.5,2.0,45
4511,1.0,1.0,54
4512,1.0,1.0,42
4513,1.0,1.0,64
4514,1.0,1.0,27
4515,1.0,1.0,64
4516,1.125,1.375,59
4517,0.9249999999999999,1.525,77
4518,0.9,1.0,47
4519,1.0,1.125,92
4520,1.094949494949495,1.536868686868687,106
4521,1.0,1.3333333333333333,40
4522,1.0,1.0,40
4523,1.0,1.0,35
4524,1.1363636363636362,1.4545454545454546,45
4525,1.0,1.0,42
4526,1.0,1.0,68
4527,1.2,1.5333333333333332,53
4528,0.6,1.7,58
4529,1.5,2.0,69
4530,0.75,1.25,101
4531,1.0,1.0,64
4532,1.0,1.0,44
4533,1.0,1.0,82
4534,1.0,1.0,89
4535,1.0,1.0,39
4536,0.6,1.7,61
4537,1.0,1.0,69
4538,0.8,1.65,52
4539,0.9285714285714286,1.2142857142857142,72
4540,1.0833333333333333,1.4166666666666667,45
4541,0.6454545454545455,1.5666666666666667,64
4542,1.0,1.0,63
4543,1.0,1.0,16
4544,1.25,1.65,75
4545,1.3699999999999999,1.7133333333333334,66
4546,1.0,1.0,52
4547,1.0166666666666666,1.2833333333333332,58
4548,1.0,1.0,65
4549,1.0,1.0,62
4550,1.0,1.25,61
4551,1.1681818181818182,1.2772727272727273,67
4552,1.0,1.0,49
4553,0.975,1.35,41
4554,1.6,1.9,37
4555,0.9,1.1,52
4556,1.0,1.0,30
4557,1.0,1.0,71
4558,1.5,1.5,60
4559,1.0,1.0,34
4560,1.0,1.0,50
4561,1.0,1.0,22
4562,0.925,1.2,87
4563,0.875,1.375,70
4564,1.0,1.0,76
4565,0.85,1.2,82
4566,1.5,1.5,68
4567,1.5,1.6,66
4568,1.0,1.0,55
4569,1.0,1.0,42
4570,0.9,1.9333333333333331,73
4571,0.9,1.0,62
4572,1.1333333333333333,1.2666666666666666,120
4573,0.0,2.0,71
4574,1.1363636363636362,1.4545454545454546,53
4575,1.0,1.0,75
4576,1.0,1.0,67
4577,1.0,1.0666666666666667,36
4578,1.0,1.0,62
4579,1.0,1.0,21
4580,1.8,1.75,68
4581,1.0,1.1,70
4582,1.0,1.0,67
4583,1.2,1.2,43
4584,1.0,1.0,34
4585,1.0,1.0,71
4586,1.0,1.1666666666666667,98
4587,1.0,1.0,54
4588,0.875,1.125,86
4589,0.85,1.8,53
4590,1.0909090909090908,1.3181818181818181,40
4591,0.8,1.6,91
4592,1.0,1.3,103
4593,1.0,1.0,52
4594,1.5,2.0,60
4595,1.0,1.1,50
4596,1.0,1.0,75
4597,1.3,1.2,69
4598,1.0,1.0,13
4599,0.9166666666666666,1.75,88
4600,0.85625,1.45,81
4601,1.4000000000000001,1.9,65
4602,1.4,1.475,121
4603,0.875,1.375,75
4604,1.2666666666666666,1.3256410256410256,72
4605,1.05,1.35,69
4606,1.0,1.0,61
4607,0.5,2.0,68
4608,1.0333333333333334,1.275,66
4609,1.0,1.0,68
4610,0.5,1.5,74
4611,1.0,1.05,31
4612,1.0,1.0,62
4613,0.9,1.9,101
4614,1.0,1.0,24
4615,1.0,1.0,63
4616,1.0,1.0,73
4617,1.5,1.15,62
4618,1.0,1.0,75
4619,1.0,1.0,67
4620,0.8,1.6,100
4621,1.1363636363636362,1.4545454545454546,64
4622,1.2,1.3,129
4623,1.0,1.0,75
4624,1.55625,1.7374999999999998,73
4625,1.0,1.0,48
4626,0.5,2.0,32
4627,1.0,1.0,62
4628,1.0,1.0,38
4629,1.0,1.5,49
4630,1.375,2.0,27
4631,1.2,1.6,90
4632,1.0,1.0,45
4633,0.30000000000000016,1.6666666666666665,78
4634,0.9908333333333333,1.3688888888888888,76
4635,1.5,1.75,69
4636,1.0,1.0,68
4637,0.9,1.35,50
4638,1.0,1.0,57
4639,0.8944444444444445,1.1555555555555554,84
4640,1.0,1.0,43
4641,1.0,1.0,66
4642,0.0,2.0,102
4643,1.0,1.0,51
4644,1.9,2.0,77
4645,1.0,1.0,59
4646,1.1071428571428572,1.2833333333333332,67
4647,1.0,1.0,44
4648,0.9916666666666667,1.8833333333333333,73
4649,1.0,2.0,90
4650,0.7083333333333333,1.5416666666666665,27
4651,1.1,1.1333333333333333,85
4652,0.8,1.0,28
4653,0.9,1.0,39
4654,0.5,1.6,45
4655,1.2,1.5,94
4656,1.0,1.0,47
4657,1.5,2.0,77
4658,1.25,1.4166666666666667,68
4659,1.175,1.325,110
4660,1.0,1.0,21
4661,1.0,1.0,68
4662,0.8,1.6,68
4663,2.0,1.3,33
4664,1.0,1.0,69
4665,1.25,1.25,56
4666,1.0,1.0,65
4667,1.0,1.0,63
4668,0.8333333333333334,1.4333333333333333,71
4669,0.9,1.1,44
4670,1.075,1.7,44
4671,1.2,1.1,34
4672,1.0,1.0,70
4673,1.1,1.5,62
4674,0.8333333333333334,1.0666666666666667,49
4675,1.0,1.0,53
4676,1.0,1.0,50
4677,1.0,1.125,34
4678,1.2,1.15,62
4679,0.19999999999999996,1.9,92
4680,1.0,1.0,28
4681,1.0,1.0,81
4682,1.0,1.4,33
4683,1.0,1.0,82
4684,1.0,1.1,48
4685,0.6,1.7,51
4686,1.011111111111111,1.0222222222222221,66
4687,1.0,1.0,59
4688,1.0,1.0,30
4689,1.0,1.0,87
4690,1.0,1.0,63
4691,1.0,1.0,72
4692,1.0,1.3333333333333333,50
4693,1.0,1.75,49
4694,0.4,1.9,21
4695,1.1787878787878787,1.3417929292929294,89
4696,1.0,1.0,65
4697,1.0,1.0,60
4698,1.0,1.0,51
4699,0.8,1.0,39
4700,1.0,1.0,54
4701,1.6,1.9,75
4702,0.9166666666666666,1.0833333333333333,66
4703,0.875,1.625,41
4704,1.375,1.75,45
4705,0.9,1.4,71
4706,1.16,1.54,67
4707,1.0,1.0,57
4708,0.8666666666666667,1.6,51
4709,1.5,1.5,59
4710,0.85,1.4,78
4711,1.0,1.0,72
4712,1.325,1.7999999999999998,55
4713,0.375,2.0,66
4714,1.0,1.0,13
4715,0.9777777777777777,1.7111111111111112,59
4716,1.0,1.0,55
4717,0.9,1.0708333333333333,74
4718,1.0,1.0,72
4719,0.75,1.5,85
4720,1.4,1.2,58
4721,1.0,1.0,61
4722,0.5,1.5,41
4723,0.7361111111111112,1.511111111111111,24
4724,0.4,1.95,61
4725,0.4,1.95,112
4726,1.0,1.0,45
4727,1.0,1.0,38
4728,1.1928571428571428,1.467857142857143,65
4729,0.75,1.25,78
4730,1.0,1.0,59
4731,1.0,1.0,49
4732,1.0,1.0,94
4733,1.0,1.0,56
4734,1.3,1.9,83
4735,1.0,1.0,109
4736,1.0,1.0,70
4737,1.0833333333333333,1.5833333333333333,126
4738,1.0,1.0,44
4739,1.0041666666666667,1.4666666666666666,60
4740,1.0,1.0,52
4741,1.162121212121212,1.3681818181818182,60
4742,0.6,1.7,79
4743,1.0,1.0,47
4744,1.0,1.0,52
4745,1.0,1.0,64
4746,1.6,2.0,48
4747,0.9,1.6,66
4748,1.0,1.0,80
4749,1.4166666666666667,1.5833333333333335,62
4750,1.0,1.0,50
4751,0.95,1.0,40
4752,0.8666666666666667,1.3166666666666667,77
4753,1.0,1.0769230769230769,56
4754,1.1363636363636362,1.4545454545454546,64
4755,1.0,1.0,69
4756,1.25,1.25,72
4757,1.0,1.0,28
4758,0.0,2.0,60
4759,1.1363636363636362,1.4545454545454546,33
4760,1.25,1.3333333333333333,47
4761,1.0,1.0,57
4762,1.1416666666666666,1.65,52
4763,1.1363636363636362,1.4545454545454546,63
4764,1.35,1.35,54
4765,0.6722222222222223,1.6444444444444444,64
4766,1.0,1.0,50
4767,0.8287878787878787,1.6348484848484848,90
4768,0.8666666666666667,1.6555555555555554,107
4769,0.9636363636363636,1.6727272727272728,79
4770,1.0,1.0,60
4771,0.9285714285714286,1.5119047619047619,105
4772,1.0,1.25,46
4773,0.95,1.7,41
4774,1.25,1.25,89
4775,0.9,1.025,72
4776,0.7,1.2,81
4777,1.0,1.0666666666666667,76
4778,0.6,1.6,51
4779,0.85,1.2,61
4780,1.1363636363636362,1.4545454545454546,42
4781,0.30000000000000016,1.6666666666666665,60
4782,1.0,1.0,84
4783,1.0,1.0,65
4784,1.1363636363636362,1.4545454545454546,69
4785,1.7,1.6,46
4786,1.05,1.7,63
4787,1.1875,1.425,62
4788,1.0,1.0,74
4789,1.084090909090909,1.5386363636363636,68
4790,1.55,1.7,61
4791,0.8,1.6,102
4792,1.5,1.5,55
4793,1.0,1.0,59
4794,1.0,1.0,37
4795,1.55,1.95,58
4796,1.8,1.9,67
4797,0.8333333333333334,1.4333333333333333,80
4798,1.0,1.0,67
4799,0.8333333333333334,1.4333333333333333,68
4800,0.7,1.5,69
4801,1.7,1.8,54
4802,0.6222222222222222,1.5444444444444445,66
4803,1.0,1.1666666666666667,65
4804,1.2,1.3,73
4805,1.0,1.0,55
4806,0.30000000000000004,1.2,76
4807,1.0,1.0,48
4808,1.0,1.0,64
4809,0.6833333333333333,1.3,61
4810,1.1363636363636362,1.4545454545454546,76
4811,1.0,1.0,67
4812,0.6666666666666667,1.5,103
4813,1.1833333333333333,1.3666666666666667,59
4814,0.02499999999999991,1.975,39
4815,0.65,1.3666666666666667,23
4816,1.0,1.0,74
4817,1.0,1.0,90
4818,1.1363636363636362,1.4545454545454546,38
4819,1.35,1.65,69
4820,0.85,1.4,100
4821,0.8444444444444444,1.288888888888889,68
4822,0.9787878787878788,1.1931818181818181,72
4823,1.0,1.0,74
4824,1.0,1.0,60
4825,1.0,1.0,22
4826,0.7083333333333333,1.5416666666666665,80
4827,1.0,1.0,81
4828,0.8,1.0,101
4829,0.9222222222222222,1.1444444444444444,33
4830,1.0,1.0,64
4831,1.0,1.0,50
4832,1.0,1.0,62
4833,1.25,1.3125,58
4834,1.0,1.0,69
4835,1.0833333333333333,1.875,50
4836,1.1,1.9,53
4837,1.7,1.6,53
4838,1.0,1.25,60
4839,1.0,1.1,62
4840,1.4166666666666667,1.5833333333333335,77
4841,1.0,1.0,95
4842,1.1,1.1,67
4843,1.125,1.2166666666666668,46
4844,1.0,1.0,44
4845,0.95,1.2854166666666667,82
4846,1.0,1.0,38
4847,1.0,1.0,46
4848,1.0,1.0,47
4849,1.0,1.0,19
4850,1.0,1.0,116
4851,1.4166666666666667,1.5833333333333335,84
4852,1.5,1.5,44
4853,0.75,2.0,59
4854,1.2,1.3,24
4855,1.0,1.0,70
4856,1.5,1.5,82
4857,1.0,1.0,63
4858,0.7666666666666666,1.5499999999999998,89
4859,1.2875,1.425,76
4860,1.375,1.5,65
4861,1.2857142857142856,1.5357142857142856,38
4862,1.0,1.0,68
4863,1.0,1.0,73
4864,1.8,1.4,44
4865,0.9285714285714286,1.2142857142857142,65
4866,0.7,1.4,84
4867,1.0,1.0,46
4868,1.0,1.0,36
4869,1.2857142857142856,1.5357142857142856,76
4870,1.0,1.0,64
4871,1.2,1.2,56
4872,1.0,1.0,22
4873,1.0,1.0,32
4874,1.0893939393939394,1.4090909090909092,70
4875,1.15,1.3,73
4876,1.0,1.0,57
4877,0.85,1.175,88
4878,0.5,1.5,67
4879,0.5,2.0,75
4880,1.1590909090909092,1.2386363636363638,89
4881,1.8,1.4,74
4882,1.4,1.7,48
4883,1.0,1.0,105
4884,1.2,1.2,40
4885,1.0,1.25,73
4886,1.0,1.0,44
4887,1.3,1.2,69
4888,1.1,1.275,69
4889,2.0,1.3,80
4890,1.0,1.125,80
4891,0.8,1.05,67
4892,1.0,1.0,74
4893,1.1363636363636362,1.4545454545454546,51
4894,2.0,2.0,60
4895,0.7989583333333333,1.3541666666666667,78
4896,0.8,1.1,72
4897,1.0,1.0,59
4898,1.018181818181818,1.3272727272727272,69
4899,1.3,1.1,62
4900,0.8,1.4,47
4901,1.0681818181818181,1.25,68
4902,1.0,1.0,38
4903,1.5,2.0,33
4904,0.9375,1.2333333333333334,78
4905,0.8333333333333334,1.0666666666666667,76
4906,0.6,1.4,48
4907,1.5,1.5,72
4908,1.1666666666666667,1.1666666666666667,82
4909,1.2,1.2,58
4910,0.6,1.55,72
4911,1.0,1.0,45
4912,1.0,1.0,78
4913,1.0,1.0,39
4914,1.0,1.0,50
4915,0.8833333333333333,1.3166666666666667,55
4916,1.0,1.1,43
4917,1.0,1.0,47
4918,0.4,2.0,43
4919,1.1428571428571428,1.467857142857143,82
4920,1.5,1.5,59
4921,1.0,1.0,67
4922,1.0,1.0,50
4923,1.125,1.1875,94
4924,1.0,1.625,49
4925,0.8,1.0,76
4926,1.6,2.0,38
4927,1.0,2.0,31
4928,1.0,1.0,44
4929,0.0,2.0,58
4930,1.1363636363636362,1.4545454545454546,83
4931,0.8,1.2,48
4932,1.0,1.0,37
4933,1.0,1.0,108
4934,0.5,2.0,65
4935,1.3,1.2,56
4936,1.5,1.75,73
4937,1.525,1.3666666666666667,82
4938,0.9166666666666666,1.1166666666666667,103
4939,1.0,1.0,41
4940,1.0,1.0,60
4941,1.1722222222222223,1.3944444444444444,65
4942,0.4642857142857143,1.6071428571428572,68
4943,0.925,1.75,37
4944,1.0,1.65,56
4945,1.4,1.7,67
4946,0.9166666666666666,1.462962962962963,94
4947,1.1363636363636362,1.4545454545454546,98
4948,1.1,1.2,58
4949,1.0,1.0,121
4950,1.2,1.3,67
4951,1.0,1.0,49
4952,0.9,1.4,46
4953,1.05,1.45,49
4954,1.1363636363636362,1.4545454545454546,36
4955,0.8833333333333333,1.5629629629629629,78
4956,1.0,1.0,48
4957,1.0,1.0,59
4958,1.1363636363636362,1.4545454545454546,48
4959,1.0,1.0,47
4960,1.25,1.4,79
4961,1.1363636363636362,1.5,65
4962,1.0,1.0,86
4963,1.0,1.0,71
4964,1.0,1.0,44
4965,1.0,1.0,63
4966,1.5,2.0,121
4967,1.1363636363636362,1.4545454545454546,55
4968,1.0,1.0,124
4969,1.0,1.0,99
4970,1.2,1.45,67
4971,1.0,1.1,14
4972,1.08,1.77,56
4973,1.0,1.0,29
4974,0.8375,1.3375,101
4975,1.275,1.3,61
4976,0.9610119047619048,1.6985119047619048,53
4977,1.0,1.0,73
4978,0.5222222222222221,1.5333333333333332,62
4979,1.4,1.5,50
4980,1.0,1.0,50
4981,0.875,1.375,71
4982,1.5,1.5,70
4983,1.1363636363636362,1.4545454545454546,60
4984,1.0333333333333334,1.0666666666666667,81
4985,1.4,1.55,77
4986,1.8,2.0,73
4987,0.8333333333333334,1.5,59
4988,1.0,1.0,37
4989,1.5,1.5,70
4990,1.1363636363636362,1.4545454545454546,89
4991,1.375,1.5,51
4992,0.875,1.125,44
4993,1.0,1.0,72
4994,1.2,1.2,83
4995,1.0,1.1,78
4996,1.5,1.5,69
4997,1.0,1.0,75
4998,1.1363636363636362,1.4545454545454546,80
4999,1.0,1.0,43
5000,1.0,1.0,43
5001,0.5,2.0,49
5002,1.0,1.0,86
5003,2.0,1.3,68
5004,1.0,1.0,59
5005,1.05,1.05,116
5006,1.0,1.0666666666666667,58
5007,1.0,1.3,56
5008,1.0,1.0666666666666667,59
5009,0.20000000000000007,2.0,60
5010,1.1363636363636362,1.4545454545454546,64
5011,1.1181818181818182,1.4272727272727272,80
5012,1.0,1.0,49
5013,1.0,1.0,35
5014,1.5,1.75,53
5015,1.2,1.55,77
5016,1.0,1.0,46
5017,1.0,1.0,65
5018,1.0,1.0,77
5019,0.8125,1.5,55
5020,1.1,1.1,65
5021,0.9166666666666666,1.2166666666666668,69
5022,1.25,1.25,61
5023,1.0,1.0,85
5024,1.0,1.0,66
5025,1.0,1.0,71
5026,1.0,1.5384615384615383,71
5027,1.0,1.0,34
5028,0.5,2.0,55
5029,1.0,1.0,47
5030,0.8,1.35,29
5031,1.4,1.7,62
5032,1.0,1.1,44
5033,0.5,1.75,57
5034,1.1363636363636362,1.4545454545454546,47
5035,1.0,1.0666666666666667,60
5036,1.0452020202020202,1.385858585858586,79
5037,1.0,1.0,69
5038,1.1136363636363635,1.7727272727272727,41
5039,1.0,1.0,45
5040,0.9,1.1,53
5041,1.4,1.45,77
5042,1.2333333333333334,1.2,73
5043,1.0,1.0,78
5044,1.5,2.0,54
5045,1.0,1.0,63
5046,1.0,1.0,96
5047,1.0,1.0,29
5048,1.0,1.0,39
5049,0.8333333333333334,1.4333333333333333,66
5050,1.1363636363636362,1.4545454545454546,40
5051,1.0,1.0,39
5052,1.5,1.8333333333333335,55
5053,1.0,1.0,42
5054,1.0,1.625,50
5055,1.1181818181818182,1.3272727272727272,63
5056,1.0,1.0,53
5057,1.0,1.125,63
5058,1.7,1.6,56
5059,1.0,1.0,30
5060,1.0,1.0,59
5061,1.0,1.0,47
5062,1.4928571428571429,1.5678571428571428,67
5063,1.08,1.3199999999999998,56
5064,1.0,1.0,42
5065,1.0,1.0,48
5066,0.44999999999999996,1.85,47
5067,1.35,1.55,54
5068,1.0,1.0,40
5069,1.1,1.2,80
5070,1.4,1.4,44
5071,1.0,1.0,40
5072,1.3,1.2,30
5073,1.0,1.0,40
5074,0.0,2.0,143
5075,1.0,1.0,65
5076,1.5,1.5,87
5077,1.0,1.0,82
5078,1.0,1.0,61
5079,1.0,1.0,67
5080,1.1,1.4,31
5081,1.0,1.7,75
5082,1.0,1.1666666666666667,51
5083,1.0,1.0,71
5084,1.25,1.4166666666666667,110
5085,0.8,1.6,76
5086,1.0,1.0,73
5087,1.0,1.0,47
5088,0.8439814814814814,1.4296296296296296,45
5089,1.3,1.0,42
5090,1.0,2.0,73
5091,1.0,1.0,72
5092,1.0,1.0,69
5093,1.25,1.3333333333333333,58
5094,1.2857142857142856,1.5357142857142856,91
5095,0.75,1.75,40
5096,1.0,1.0,62
5097,1.0994318181818181,1.4772727272727273,77
5098,0.30000000000000016,1.6666666666666665,71
5099,1.0,1.0,83
5100,0.8444444444444444,1.288888888888889,45
5101,1.0,1.0,88
5102,1.0,1.0,18
5103,1.4166666666666667,1.5,65
5104,1.5,1.5,83
5105,1.0,1.0,22
5106,1.05,1.2,63
5107,1.0,1.0,65
5108,1.0,1.5,46
5109,0.9,1.5,34
5110,1.0,1.0,44
5111,1.1849837662337661,1.3172077922077923,111
5112,1.0,1.0,50
5113,0.7,1.55,61
5114,1.1,1.3833333333333333,94
5115,1.0,1.0,41
5116,1.0,1.0,87
5117,1.0,1.0,63
5118,1.0,1.4,72
5119,1.0,1.0,44
5120,1.0,1.0,79
5121,0.85,1.1388888888888888,77
5122,1.25,1.25,82
5123,1.0416666666666667,1.6785714285714286,62
5124,0.8,1.4,66
5125,1.0,1.05,65
5126,1.0,1.0,64
5127,1.0,1.0,49
5128,1.0,1.375,81
5129,1.2,1.1,79
5130,1.35,1.475,58
5131,1.1363636363636362,1.4545454545454546,59
5132,1.025,1.525,54
5133,1.0,1.0,51
5134,1.1666666666666667,1.5666666666666669,68
5135,1.5,1.625,40
5136,1.0,1.0,52
5137,0.5,2.0,52
5138,0.30000000000000016,1.6666666666666665,33
5139,1.0,1.0,33
5140,1.0,1.0,26
5141,0.8444444444444444,1.288888888888889,60
5142,1.0,1.5,64
5143,1.0681818181818181,1.3522727272727273,49
5144,0.875,1.375,78
5145,1.2556818181818181,1.6022727272727273,58
5146,1.0,1.6333333333333333,63
5147,1.0,1.0,72
5148,1.2232323232323232,1.47003367003367,103
5149,1.5,1.5,52
5150,1.2666666666666666,1.2833333333333332,36
5151,1.0,1.0,54
5152,1.65,1.55,46
5153,1.15,1.5,69
5154,1.0,1.0,47
5155,1.1363636363636362,1.4545454545454546,66
5156,1.0866666666666667,1.18,69
5157,1.0,1.1666666666666667,33
5158,1.0,1.0,66
5159,1.0,1.0,51
5160,1.0,1.75,74
5161,1.0,1.0,79
5162,1.0,1.25,61
5163,1.0,1.0,93
5164,1.1007936507936509,1.4301587301587302,54
5165,0.925,1.2,67
5166,0.7333333333333334,1.5333333333333332,76
5167,1.1363636363636362,1.4545454545454546,63
5168,1.075,1.4,75
5169,1.0,1.0,59
5170,1.0,1.0,41
5171,1.25,2.0,61
5172,1.0,1.1,48
5173,1.7055555555555557,1.7666666666666666,68
5174,0.7121212121212122,1.8181818181818183,64
5175,1.0,1.0,56
5176,1.0,1.0666666666666667,58
5177,1.0,1.0,63
5178,1.4,1.8,122
5179,1.45,1.6,69
5180,0.875,1.25,71
5181,1.625,1.925,73
5182,1.4000000000000001,1.9,76
5183,1.0,1.0,28
5184,1.3,1.45,57
5185,0.8125,1.5,76
5186,1.0,1.0333333333333334,62
5187,1.2,1.1,50
5188,1.2,1.3333333333333333,68
5189,1.0,1.0,55
5190,1.1722222222222223,1.3944444444444444,102
5191,1.0,1.0,52
5192,1.0,1.0,59
5193,1.0,1.0,56
5194,1.0,1.0,25
5195,1.0,1.0,59
5196,1.0,1.0,65
5197,1.15,1.95,70
5198,0.5,1.5,36
5199,1.0,1.0,32
5200,0.19999999999999996,1.9,61
5201,1.2,1.2,86
5202,0.7166666666666667,1.3833333333333333,66
5203,1.0,1.0,82
5204,1.0,1.0,92
5205,1.0,1.0,35
5206,1.0,1.0,27
5207,0.9,1.3,39
5208,1.5,1.5,71
5209,1.0,1.0,80
5210,1.2,1.48,91
5211,1.2,1.2,49
5212,1.0,1.75,39
5213,0.7,1.5,68
5214,1.2142857142857142,1.6428571428571428,67
5215,1.1666666666666667,1.1666666666666667,80
5216,1.3,1.0,50
5217,1.1,1.3,59
5218,1.25,1.5,69
5219,1.35,1.65,79
5220,1.0,1.0,67
5221,1.0,1.0,103
5222,0.6,1.7,51
5223,1.0,1.0,41
5224,1.0,1.0,68
5225,1.1363636363636362,1.4545454545454546,48
5226,1.1363636363636362,1.4545454545454546,15
5227,1.1,1.1,42
5228,0.9777777777777777,1.7000000000000002,100
5229,1.1787878787878787,1.3848484848484848,93
5230,0.19999999999999996,1.9,66
5231,1.261111111111111,1.1972222222222222,106
5232,1.0,1.0,66
5233,1.0,1.0,41
5234,0.8333333333333334,1.1666666666666667,28
5235,1.4333333333333333,1.8333333333333335,58
5236,1.0,1.0,34
5237,1.1363636363636362,1.4545454545454546,71
5238,1.1363636363636362,1.5,73
5239,1.0681818181818181,1.25,79
5240,1.05,1.1,51
5241,1.0,1.0,57
5242,1.25,1.3333333333333333,97
5243,1.0,1.6666666666666665,29
5244,1.25,1.3,72
5245,1.0,1.0,38
5246,1.4,1.9,69
5247,0.9285714285714286,1.2142857142857142,65
5248,1.0,1.0,49
5249,1.0,1.0,38
5250,1.0,1.0,39
5251,1.0,1.0,40
5252,1.3333333333333333,1.6666666666666665,34
5253,1.0,1.0,56
5254,1.25,1.75,48
5255,1.7,1.5,52
5256,1.0,1.0,45
5257,1.0,1.0,51
5258,1.0,1.0,39
5259,1.2857142857142856,1.5357142857142856,63
5260,1.0,1.0,73
5261,1.0,1.0,46
5262,0.9888888888888889,1.1555555555555554,100
5263,1.0,1.0,67
5264,0.9000000000000001,1.5833333333333333,75
5265,1.0,1.0,70
5266,1.25,1.65,52
5267,1.0,1.0,32
5268,0.0,2.0,56
5269,1.0,2.0,63
5270,1.3333333333333333,1.6666666666666665,77
5271,0.7,1.4,78
5272,1.0,1.0,73
5273,1.0,1.0,68
5274,1.2,1.4,81
5275,1.3,1.5333333333333332,96
5276,1.0,1.0,65
5277,1.1931818181818181,1.393939393939394,87
5278,0.85,1.65,54
5279,0.9083333333333333,1.65,56
5280,1.0,1.0,65
5281,1.0,1.0,92
5282,1.3181818181818181,1.4772727272727273,64
5283,1.0,1.0,86
5284,1.0,1.1,64
5285,1.2857142857142856,1.5357142857142856,63
5286,1.0,1.0,81
5287,1.7,1.6,12
5288,0.875,1.375,51
5289,1.275,1.475,50
5290,1.0,1.0,35
5291,0.30000000000000004,1.2,96
5292,1.0,1.0,65
5293,1.2,1.2,55
